프로빈스 번호	인게임 코드	한국어 명칭	영문 명칭	RGB	백작령	백작령코드명	백작령 색상	공작령	공작령코드명	공작령 색상	왕국령	왕국령코드명	왕국령 색상	제국령	제국령코드명	제국령 색상	문화	종교	홀딩	지형	특이사항	end
4369	b_4369																					end
4370	b_4370																					end
4371	b_4371																					end
4372	b_4372																					end
4373	b_4373																					end
4374	b_4374																					end
4375	b_4375																					end
4376	b_4376																					end
4377	b_4377																					end
4378	b_4378																					end
4379	b_4379																					end
4380	b_4380																					end
4381	b_4381																					end
4382	b_4382																					end
4383	b_4383																					end
4384	b_4384																					end
4385	b_4385																					end
4386	b_4386																					end
4387	b_4387																					end
4388	b_4388																					end
4389	b_4389																					end
4390	b_4390																					end
4391	b_4391																					end
4392	b_4392																					end
4393	b_4393																					end
4394	b_4394																					end
4395	b_4395																					end
4396	b_4396																					end
4397	b_4397																					end
4398	b_4398																					end
4399	b_4399																					end
